season,week,is_final,premise_type,n_contestants,contestants,has_hull,n_vertices,volume,relative_volume,diameter,centroid_0,centroid_1,centroid_2,centroid_3,centroid_4,centroid_5,centroid_6,centroid_7,centroid_8,centroid_9,centroid_10,centroid_11,centroid_12,centroid_13,centroid_14,centroid_15,dim_0_min,dim_0_max,dim_0_delta,dim_1_min,dim_1_max,dim_1_delta,dim_2_min,dim_2_max,dim_2_delta,dim_3_min,dim_3_max,dim_3_delta,dim_4_min,dim_4_max,dim_4_delta,dim_5_min,dim_5_max,dim_5_delta,dim_6_min,dim_6_max,dim_6_delta,dim_7_min,dim_7_max,dim_7_delta,dim_8_min,dim_8_max,dim_8_delta,dim_9_min,dim_9_max,dim_9_delta,dim_10_min,dim_10_max,dim_10_delta,dim_11_min,dim_11_max,dim_11_delta,dim_12_min,dim_12_max,dim_12_delta,dim_13_min,dim_13_max,dim_13_delta,dim_14_min,dim_14_max,dim_14_delta,dim_15_min,dim_15_max,dim_15_delta
9,6,False,PP_MULTI,9,Melissa Joan Hart|Mark Dacascos|Louie Vito|Michael Irvin|Joanna Krupa|Aaron Carter|Mya|Donny Osmond|Kelly Osbourne,True,116,8.471684e-10,3.41578292097e-05,0.768746709694,0.025716000972,0.128241706209,0.025726078492,0.162557321506,0.122278943801,0.126942171822,0.126546933734,0.131099972938,0.150890870526,,,,,,,,2.6586e-08,0.121560074936,0.12156004835,3.780774e-06,0.803346273706,0.803342492932,9.5396e-08,0.118019985887,0.118019890491,0.009339003807,0.827094729103,0.817755725296,1.101188e-06,0.806172549701,0.806171448513,8.01491e-07,0.852933427276,0.852932625785,2.185623e-06,0.780687338158,0.780685152535,9.0016e-07,0.80538440222,0.80538350206,0.000209061149,0.797137558801,0.796928497652,,,,,,,,,,,,,,,,,,,,,
9,7,False,PP_MULTI,7,Mark Dacascos|Michael Irvin|Joanna Krupa|Aaron Carter|Mya|Donny Osmond|Kelly Osbourne,True,85,1.0004853661e-06,0.0007203494635845,0.871946213308,0.038629196379,0.0339952031,0.178431191999,0.18412321474,0.193874003675,0.185161572807,0.1857856173,,,,,,,,,,1.51036e-07,0.169382527515,0.169382376479,1.80742e-07,0.160017495688,0.160017314946,9.473107e-06,0.884736435461,0.884726962354,3.8174925e-05,0.893331541785,0.89329336686,7.68207e-06,0.917896718083,0.917889036013,8.826988e-06,0.905877789159,0.905868962171,1.8812091e-05,0.926555329301,0.92653651721,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,False,PP_ELIM,5,Joanna Krupa|Aaron Carter|Mya|Donny Osmond|Kelly Osbourne,True,46,0.0069078270970729,0.1657878503297495,1.250475446103,0.241071422825,0.042843671055,0.223902575628,0.247635621341,0.24454670915,,,,,,,,,,,,8.15084e-07,0.97774321918,0.977742404096,8.1687e-08,0.202030093044,0.202030011357,9.46251e-07,0.954329237716,0.954328291465,0.000379950348,0.968864774953,0.968484824605,1.9417846e-05,0.968233399375,0.968213981529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,False,PP_ELIM,4,Joanna Krupa|Mya|Donny Osmond|Kelly Osbourne,True,33,0.0314833395216289,0.1889000371297733,1.049793015022,0.062069434467,0.291217831862,0.329592862768,0.317119870903,,,,,,,,,,,,,4.6571e-08,0.244207147061,0.24420710049,2.84673e-06,0.957727658356,0.957724811626,0.022273060048,0.981269075041,0.958996014993,0.009643084983,0.972489400838,0.962846315855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,True,PP_FINAL,3,Mya|Donny Osmond|Kelly Osbourne,True,12,0.0921493145978246,0.1842986291956492,0.718268008913,0.265335358506,0.613529134709,0.121135506785,,,,,,,,,,,,,,2.1777486e-05,0.503997283183,0.503975505697,0.316232210739,0.999539030374,0.683306819635,3.42347e-07,0.359963186444,0.359962844097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2,False,PP_ELIM,11,Aiden Turner|Shannen Doherty|Niecy Nash|Buzz Aldrin|Chad Ochocinco|Evan Lysacek|Pamela Anderson|Nicole Scherzinger|Erin Andrews|Kate Gosselin|Jake Pavelka,True,128,4.797e-13,1.7408309387e-06,0.723303321602,0.099135545069,0.009765761832,0.090493640094,0.131141167292,0.11258230594,0.085871254618,0.087870134415,0.08480104787,0.086595633225,0.117105822359,0.094637687286,,,,,,0.004643617931,0.643568639324,0.638925021393,3.019e-09,0.067907777595,0.067907774576,1.496544e-05,0.643700605239,0.643685639799,0.03656250165,0.687096473312,0.650533971662,0.018417976346,0.637237366464,0.618819390118,3.50036e-07,0.615800621977,0.615800271941,3.936026e-06,0.683183479211,0.683179543185,1.362866e-06,0.620451606233,0.620450243367,5.29747e-07,0.710693431116,0.710692901369,0.022843642327,0.630182620585,0.607338978258,8.6255096e-05,0.694515098734,0.694428843638,,,,,,,,,,,,,,,
10,3,False,PP_ELIM,10,Aiden Turner|Niecy Nash|Buzz Aldrin|Chad Ochocinco|Evan Lysacek|Pamela Anderson|Nicole Scherzinger|Erin Andrews|Kate Gosselin|Jake Pavelka,True,122,6.07472e-11,2.20439575528e-05,0.808210650737,0.108376970079,0.107430728503,0.023435075126,0.108463976873,0.105440061889,0.107197331539,0.106127937186,0.106032835889,0.120356411376,0.10713867154,,,,,,,1.79258e-07,0.812909088715,0.812908909457,4.8905e-07,0.82133224627,0.82133175722,2.1407e-08,0.110470956998,0.110470935591,6.19413e-07,0.805355966148,0.805355346735,7.13699e-07,0.807508356251,0.807507642552,3.2373e-08,0.813330273559,0.813330241186,2.1939e-07,0.806284659681,0.806284440291,1.71293e-07,0.797630305636,0.797630134343,4.50921e-07,0.807381899013,0.807381448092,1.54554e-07,0.848009780658,0.848009626104,,,,,,,,,,,,,,,,,,
10,4,False,PP_ELIM,9,Aiden Turner|Niecy Nash|Chad Ochocinco|Evan Lysacek|Pamela Anderson|Nicole Scherzinger|Erin Andrews|Kate Gosselin|Jake Pavelka,True,110,2.0070503e-09,8.09242667816e-05,0.806625416799,0.019912542071,0.128039251794,0.118051903191,0.115637545833,0.116780171373,0.115805002054,0.123209935124,0.137833574433,0.124730074127,,,,,,,,4.5604e-08,0.113865239574,0.11386519397,7.95751e-07,0.813892011668,0.813891215917,4.54589e-07,0.846855405882,0.846854951293,3.9447e-08,0.841108264027,0.84110822458,1.8732e-08,0.788008220784,0.788008202052,9.9604e-08,0.816363741264,0.81636364166,5.34364e-07,0.83613452597,0.836133991606,0.002903308786,0.843531864553,0.840628555767,3.25069e-07,0.831601899693,0.831601574624,,,,,,,,,,,,,,,,,,,,,
10,5,False,PP_ELIM,8,Niecy Nash|Chad Ochocinco|Evan Lysacek|Pamela Anderson|Nicole Scherzinger|Erin Andrews|Kate Gosselin|Jake Pavelka,True,89,1.401811252e-07,0.0007065128708595,0.921962361381,0.146915605025,0.147036511519,0.132787539925,0.138899308862,0.132623025796,0.137039275908,0.028843805713,0.135854927253,,,,,,,,,8.11273e-07,0.876098681716,0.876097870443,5.60074e-07,0.887497477819,0.887496917745,4.28926e-07,0.895196850462,0.895196421536,4.84197e-07,0.933732635343,0.933732151146,4.3299e-08,0.870734604981,0.870734561682,1.35555e-07,0.858550910154,0.858550774599,1.6737e-08,0.143571921997,0.14357190526,1.481557e-06,0.870607718625,0.870606237068,,,,,,,,,,,,,,,,,,,,,,,,
10,6,False,PP_ELIM,7,Niecy Nash|Chad Ochocinco|Evan Lysacek|Pamela Anderson|Nicole Scherzinger|Erin Andrews|Jake Pavelka,True,66,5.1487742586e-06,0.0037071174661799,1.01310517291,0.174295192255,0.159073895334,0.170281758937,0.161086146923,0.152378279672,0.154507187482,0.028377539397,,,,,,,,,,6.972161e-06,0.911895631251,0.91188865909,3.16301e-07,0.923601252053,0.923600935752,2.956408e-06,0.890655828956,0.890652872548,1.729767e-06,0.901721142892,0.901719413125,5.06117e-07,0.90326360987,0.903263103753,9.40099e-07,0.942185739065,0.942184798966,1.45458e-07,0.151369296567,0.151369151109,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7,False,PP_ELIM,6,Niecy Nash|Chad Ochocinco|Evan Lysacek|Pamela Anderson|Nicole Scherzinger|Erin Andrews,True,64,0.0007954374617961,0.0954524954155279,0.979540640624,0.203475472603,0.193820805712,0.188655478563,0.028514058016,0.188489476362,0.197044708744,,,,,,,,,,,0.006809092167,0.92618054301,0.919371450843,7.936423e-06,0.912581612956,0.912573676533,3.622057e-06,0.938884891495,0.938881269438,2.73726e-07,0.15524146523,0.155241191504,1.0949936e-05,0.965031107687,0.965020157751,0.000430478007,0.91894507482,0.918514596813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,8,False,PP_ELIM,5,Niecy Nash|Chad Ochocinco|Evan Lysacek|Nicole Scherzinger|Erin Andrews,True,52,0.0078597971054444,0.1886351305306656,1.077637575469,0.050274883631,0.255901526425,0.234452140281,0.224579819402,0.234791630261,,,,,,,,,,,,4.0148e-08,0.221494782913,0.221494742765,1.903446e-06,0.985764946222,0.985763042776,3.04368e-07,0.981795375387,0.981795071019,5.6993e-08,0.982276257254,0.982276200261,5.4668e-08,0.977335449062,0.977335394394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9,False,PP_ELIM,4,Chad Ochocinco|Evan Lysacek|Nicole Scherzinger|Erin Andrews,True,27,0.0422100187108439,0.2532601122650631,1.16366246579,0.068751283659,0.30657666284,0.307395844538,0.317276208964,,,,,,,,,,,,,6.0918e-08,0.26844622043,0.268446159512,4.63109e-07,0.992625586115,0.992625123006,5.910088e-06,0.99291417537,0.992908265282,8.581942e-06,0.99379706663,0.993788484688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,True,PP_FINAL,3,Evan Lysacek|Nicole Scherzinger|Erin Andrews,True,11,0.0830817876119057,0.1661635752238113,0.701369192104,0.284530412719,0.602188129581,0.1132814577,,,,,,,,,,,,,,0.002065956356,0.511148254201,0.509082297845,0.318671734336,0.997745131765,0.679073397429,1.659768e-06,0.339903178372,0.339901518604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,False,PP_ELIM,12,David Hasselhoff|Florence Henderson|Kyle Massey|Jennifer Grey|Rick Fox|Kurt Warner|Margaret Cho|Michael Bolton|Brandy|The Situation|Audrina Patridge|Bristol Palin,True,130,1.6e-14,6.367662002e-07,0.735606510678,0.012462886726,0.089285248956,0.085576260297,0.085948865486,0.085856431719,0.087677265714,0.097911281823,0.094165429261,0.085894500077,0.098199034517,0.087822586489,0.089200208935,,,,,1.07555e-07,0.069992791093,0.069992683538,5.72051e-07,0.700300048722,0.700299476671,6.08254e-07,0.68400624842,0.684005640166,1.76183e-07,0.706645767983,0.7066455918,7.4486e-08,0.672457105863,0.672457031377,2.0783e-07,0.69520275645,0.69520254862,9.3813071e-05,0.702624532993,0.702530719922,2.704272e-06,0.717489481683,0.717486777411,1.87484e-07,0.657930690262,0.657930502778,8.6937093e-05,0.709451802102,0.709364865009,3.42971e-07,0.743293173064,0.743292830093,3.6026e-08,0.681276055337,0.681276019311,,,,,,,,,,,,
11,2,False,PP_ELIM,11,Florence Henderson|Kyle Massey|Jennifer Grey|Rick Fox|Kurt Warner|Margaret Cho|Michael Bolton|Brandy|The Situation|Audrina Patridge|Bristol Palin,True,136,8.659e-13,3.1422444457e-06,0.721730037176,0.099034337831,0.096569775157,0.096085835256,0.097252789739,0.097247178947,0.10049326395,0.022538743196,0.097220894816,0.100387015196,0.096452581011,0.096717584902,,,,,,1.87e-09,0.747746421787,0.747746419917,8.6103e-08,0.859532530338,0.859532444235,3.524e-08,0.785855896723,0.785855861483,2.86676e-07,0.822202148221,0.822201861545,5.7818e-08,0.804156894098,0.80415683628,9.2494e-08,0.782700839824,0.78270074733,1.34869e-07,0.098838930723,0.098838795854,1.72053e-07,0.812528240955,0.812528068902,3.42114e-07,0.775016680985,0.775016338871,1.15812e-07,0.762801730816,0.762801615004,2.36535e-07,0.789536298896,0.789536062361,,,,,,,,,,,,,,,
11,3,False,PP_ELIM,10,Florence Henderson|Kyle Massey|Jennifer Grey|Rick Fox|Kurt Warner|Margaret Cho|Brandy|The Situation|Audrina Patridge|Bristol Palin,True,125,5.25036e-11,1.90525140071e-05,0.806171353622,0.113543354849,0.107310691976,0.106331038136,0.106579196214,0.107432936753,0.016446305892,0.106488615444,0.11382193366,0.105213091075,0.116832836001,,,,,,,6.10422e-07,0.800981834572,0.80098122415,4.29528e-07,0.860075613942,0.860075184414,6.40101e-07,0.768164414026,0.768163773925,3.60111e-07,0.805242970712,0.805242610601,9.79619e-07,0.802900385142,0.802899405523,7.4268e-08,0.093111993856,0.093111919588,1.062169e-06,0.76595439831,0.765953336141,2.65e-08,0.794476837994,0.794476811494,1.62556e-07,0.821133262958,0.821133100402,1.743344e-06,0.797901578866,0.797899835522,,,,,,,,,,,,,,,,,,
11,4,False,PP_ELIM,9,Florence Henderson|Kyle Massey|Jennifer Grey|Rick Fox|Kurt Warner|Brandy|The Situation|Audrina Patridge|Bristol Palin,True,107,3.3716994e-09,0.0001359469206612,0.836019408578,0.125448748268,0.12062842276,0.11708790838,0.121177884581,0.126884264447,0.117489112509,0.023143856436,0.11784924222,0.130290560399,,,,,,,,9.71e-09,0.818848912201,0.818848902491,1.12634e-07,0.876212356439,0.876212243805,1.13839e-07,0.8637524431,0.863752329261,8.98505e-07,0.86267865094,0.862677752435,4.81703e-07,0.803990852775,0.803990371072,4.38678e-07,0.805675408249,0.805674969571,2.8365e-08,0.11688976985,0.116889741485,2.46362e-07,0.798247081609,0.798246835247,2.12673e-07,0.824616781209,0.824616568536,,,,,,,,,,,,,,,,,,,,,
11,5,False,PP_ELIM,8,Florence Henderson|Kyle Massey|Jennifer Grey|Rick Fox|Kurt Warner|Brandy|Audrina Patridge|Bristol Palin,True,84,8.61807418e-08,0.0004343509386778,0.959658123638,0.019334085584,0.151967079167,0.131828619137,0.13415555854,0.134001230799,0.129082565134,0.137167772982,0.162463088658,,,,,,,,,1.92771e-07,0.110584852679,0.110584659908,0.005536680879,0.84151361379,0.835976932911,6.379e-08,0.840733225604,0.840733161814,6.99489e-07,0.85220183415,0.852201134661,3.38753e-07,0.797058940267,0.797058601514,1.510276e-06,0.81108822322,0.811086712944,6.04862e-07,0.800608268369,0.800607663507,0.016579266421,0.849187093378,0.832607826957,,,,,,,,,,,,,,,,,,,,,,,,
11,6,False,PP_ELIM,7,Kyle Massey|Jennifer Grey|Rick Fox|Kurt Warner|Brandy|Audrina Patridge|Bristol Palin,True,74,7.89350125e-07,0.0005683320900008,0.775874652905,0.158586786824,0.163147649569,0.158726504624,0.196923422751,0.135723815938,0.019243200026,0.167648620268,,,,,,,,,,0.009740166127,0.771004914752,0.761264748625,0.014810382074,0.771950129463,0.757139747389,0.009842801859,0.780893651821,0.771050849962,0.048401996744,0.840818411172,0.792416414428,2.220126e-06,0.777755083006,0.77775286288,2.3273e-08,0.110790613056,0.110790589783,0.019725007746,0.830106186004,0.810381178258,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,7,False,PP_ELIM,6,Kyle Massey|Jennifer Grey|Rick Fox|Kurt Warner|Brandy|Bristol Palin,True,57,0.0006877035070206,0.082524420842467,1.072131355962,0.200546342739,0.186596017158,0.028182584887,0.192734987836,0.187113341324,0.204826726056,,,,,,,,,,,0.004908748887,0.931674345401,0.926765596514,1.678546e-06,0.937922499199,0.937920820653,1.45613e-07,0.152962974723,0.15296282911,2.2553366e-05,0.905871084232,0.905848530866,1.80284e-07,0.912925794781,0.912925614497,0.009867331857,0.949444564342,0.939577232485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,8,False,PP_ELIM,5,Kyle Massey|Jennifer Grey|Kurt Warner|Brandy|Bristol Palin,True,48,0.00718531505617,0.1724475613480792,1.196130289216,0.232810678404,0.230231222104,0.04626697982,0.230462925568,0.260228194105,,,,,,,,,,,,3.864045e-06,0.965485260552,0.965481396507,1.583288e-06,0.967975594021,0.967974010733,1.1936e-08,0.211593997655,0.211593985719,1.38162e-06,0.970982606262,0.970981224642,0.004010754275,0.963158462891,0.959147708616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,9,False,PP_ELIM,4,Kyle Massey|Jennifer Grey|Brandy|Bristol Palin,True,33,0.0341264247687127,0.2047585486122761,1.073773589765,0.308181275063,0.299749700334,0.062609593358,0.329459431244,,,,,,,,,,,,,2.2078806e-05,0.977743186418,0.977721107612,5.059407e-06,0.966193779519,0.966188720112,1.26117e-07,0.248136232715,0.248136106598,0.017759603569,0.991311777988,0.973552174419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,10,True,PP_FINAL,3,Kyle Massey|Jennifer Grey|Bristol Palin,True,16,0.0914681073028935,0.182936214605787,0.743147797287,0.278559128901,0.60216776969,0.119273101409,,,,,,,,,,,,,,2.392771e-06,0.515534146159,0.515531753388,0.305417079131,0.999211890866,0.693794811735,5.7237e-07,0.357104254927,0.357103682557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2,False,PP_ELIM,11,Ralph Macchio|Chelsea Kane|Kirstie Alley|Hines Ward|Sugar Ray Leonard|Chris Jericho|Petra Nemcova|Mike Catherwood|Romeo|Wendy Williams|Kendra Wilkinson,True,126,1.0714e-12,3.8878031053e-06,0.813303921505,0.09532778375,0.101591819223,0.096701954658,0.09379084685,0.105761731737,0.094033121203,0.101675373233,0.012248091556,0.094228728902,0.10568817702,0.098952371867,,,,,,2.11402e-07,0.787190297771,0.787190086369,3.94734e-07,0.757215924452,0.757215529718,8.13318e-07,0.752660351556,0.752659538238,1.14395e-07,0.700755546791,0.700755432396,5.6752947e-05,0.725276428606,0.725219675659,1.35936e-07,0.769361004656,0.76936086872,2.777281e-06,0.737386909625,0.737384132344,3.8756e-08,0.076569063291,0.076569024535,1.59559e-07,0.70478883359,0.704788674031,9.6775162e-05,0.717908738274,0.717811963112,8.2083e-08,0.723413475041,0.723413392958,,,,,,,,,,,,,,,
12,3,False,PP_ELIM,10,Ralph Macchio|Chelsea Kane|Kirstie Alley|Hines Ward|Sugar Ray Leonard|Chris Jericho|Petra Nemcova|Romeo|Wendy Williams|Kendra Wilkinson,True,121,4.72096e-11,1.71314241242e-05,0.731630671933,0.109613280421,0.107602080322,0.109547439619,0.106285950205,0.110955370863,0.1096283525,0.106420198387,0.111331374895,0.021236805494,0.107379147294,,,,,,,3.63821e-07,0.812582021965,0.812581658144,1.33903e-07,0.802662430308,0.802662296405,1.95571e-07,0.872105625857,0.872105430286,2.91501e-07,0.7681826725,0.768182380999,7.3788e-08,0.80432000563,0.804319931842,1.57713e-07,0.819380809234,0.819380651521,4.235e-09,0.83688867469,0.836888670455,4.25743e-07,0.821552484507,0.821552058764,5.202e-09,0.107916073982,0.10791606878,8.31537e-07,0.81881299808,0.818812166543,,,,,,,,,,,,,,,,,,
12,4,False,PP_ELIM,9,Ralph Macchio|Chelsea Kane|Kirstie Alley|Hines Ward|Sugar Ray Leonard|Chris Jericho|Petra Nemcova|Romeo|Kendra Wilkinson,True,105,2.5593467e-09,0.0001031928595179,0.787289535426,0.117192388511,0.116089682044,0.125315421332,0.117422908747,0.015576019917,0.12124154675,0.121804755246,0.121452083965,0.143905193489,,,,,,,,1.488511e-06,0.811062252153,0.811060763642,7.34574e-07,0.813820344366,0.813819609792,2.295134e-06,0.804512293212,0.804509998078,1.319968e-06,0.811956049038,0.81195472907,8.4342e-08,0.093337105855,0.093337021513,1.893914e-06,0.768337921407,0.768336027493,9.2797e-08,0.867190540729,0.867190447932,9.16282e-07,0.826807618602,0.82680670232,0.014736733699,0.815729231212,0.800992497513,,,,,,,,,,,,,,,,,,,,,
12,5,False,PP_ELIM,8,Ralph Macchio|Chelsea Kane|Kirstie Alley|Hines Ward|Chris Jericho|Petra Nemcova|Romeo|Kendra Wilkinson,True,100,5.41887516e-08,0.0002731113081529,0.837905564675,0.148968047075,0.134990736828,0.144316953742,0.133506769632,0.135445279726,0.019398886184,0.134673233833,0.148700092981,,,,,,,,,7.694539e-05,0.842946909408,0.842869964018,3.80883e-07,0.85821552685,0.858215145967,5.971012e-06,0.887614826917,0.887608855905,6.36717e-07,0.877674284366,0.877673647649,1.77764e-07,0.862331603185,0.862331425421,2.9816e-08,0.116528780077,0.116528750261,1.90083e-07,0.895399549566,0.895399359483,0.00016380534,0.884583702899,0.884419897559,,,,,,,,,,,,,,,,,,,,,,,,
12,6,False,PP_ELIM,7,Ralph Macchio|Chelsea Kane|Kirstie Alley|Hines Ward|Chris Jericho|Romeo|Kendra Wilkinson,True,80,2.3156955587e-06,0.0016673008022505,1.030583009127,0.16952175022,0.157972241809,0.162342563737,0.15987710866,0.027146035144,0.157777389658,0.165362910772,,,,,,,,,,3.344787e-06,0.907793183031,0.907789838244,2.09887e-07,0.921510587307,0.92151037742,2.1086e-07,0.892924983835,0.892924772975,6.59802e-07,0.91247668575,0.912476025948,4.5997e-08,0.147968811225,0.147968765228,7.1689e-08,0.927687594039,0.92768752235,4.97908e-07,0.941176328924,0.941175831016,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7,False,PP_ELIM,6,Ralph Macchio|Chelsea Kane|Kirstie Alley|Hines Ward|Romeo|Kendra Wilkinson,True,51,0.0006664096680524,0.0799691601662918,0.962195091129,0.18756420513,0.191945661239,0.201842434281,0.188160677607,0.201373318162,0.029113703581,,,,,,,,,,,8.49627e-06,0.928372311794,0.928363815524,1.012754e-05,0.934291120645,0.934280993105,0.002888236349,0.961815801353,0.958927565004,5.122697e-06,0.940373226585,0.940368103888,0.002823725426,0.955135740331,0.952312014905,1.29e-10,0.1579430025,0.157943002371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8,False,PP_ELIM,5,Ralph Macchio|Chelsea Kane|Kirstie Alley|Hines Ward|Romeo,True,42,0.0056139763688929,0.1347354328534293,1.176346913385,0.262419335453,0.229116963372,0.235728090127,0.232515691798,0.04021991925,,,,,,,,,,,,0.02315029267,0.984210305644,0.961060012974,4.39939e-06,0.94293053127,0.94292613188,4.186021e-06,0.948059608527,0.948055422506,9.288589e-06,0.960352860729,0.96034357214,1.39606e-07,0.188350537056,0.18835039745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,9,False,PP_ELIM,4,Ralph Macchio|Chelsea Kane|Kirstie Alley|Hines Ward,True,31,0.0496541447918843,0.2979248687513056,1.146821604719,0.079181461538,0.284765151833,0.327179665688,0.308873720941,,,,,,,,,,,,,2.47549e-07,0.291735755373,0.291735507824,2.86829e-07,0.990238365494,0.990238078665,8.573601e-06,0.994185244139,0.994176670538,4.75406e-07,0.991163873947,0.991163398541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,10,True,PP_FINAL,3,Chelsea Kane|Kirstie Alley|Hines Ward,True,12,0.0755137069410062,0.1510274138820124,0.432586797805,0.109028916781,0.291601332921,0.599369750298,,,,,,,,,,,,,,6.68984e-07,0.326832588241,0.326831919257,0.019651498725,0.509299275057,0.489647776332,0.327191286822,0.980097557931,0.652906271109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,False,PP_ELIM,12,Elisabetta Canalis|David Arquette|Ricki Lake|J.R. Martinez|Metta World Peace (Ron)|Hope Solo|Chynna Phillips|Kristin Cavallari|Carson Kressley|Chaz Bono|Nancy Grace|Rob Kardashian,True,135,2.11e-14,8.430333269e-07,0.729016797317,0.095949502967,0.088837827676,0.087336794168,0.086898938007,0.013212401551,0.086934250405,0.086698252946,0.087841266442,0.090567050871,0.090412644734,0.092615478872,0.092695591361,,,,,3.906177e-06,0.676591662899,0.676587756722,1.06831e-07,0.732931674779,0.732931567948,1.31482e-07,0.662752986004,0.662752854522,2.19413e-07,0.750357265355,0.750357045942,9.2876e-08,0.075493738631,0.075493645755,3.8554e-08,0.7392013296,0.739201291046,6.78787e-07,0.769607431806,0.769606753019,8.8805e-08,0.724117967213,0.724117878408,4.9831e-08,0.688746385933,0.688746336102,9.93045e-07,0.703071561738,0.703070568693,1.24908e-07,0.717615454861,0.717615329953,2.31139e-07,0.678234038487,0.678233807348,,,,,,,,,,,,
13,2,False,PP_ELIM,11,Elisabetta Canalis|David Arquette|Ricki Lake|J.R. Martinez|Hope Solo|Chynna Phillips|Kristin Cavallari|Carson Kressley|Chaz Bono|Nancy Grace|Rob Kardashian,True,125,4.654e-13,1.6887757855e-06,0.732471691332,0.008286856988,0.108517424717,0.089619660757,0.091385668978,0.103864406094,0.095120240495,0.091433427273,0.108348481606,0.11343793823,0.095225497343,0.094760397519,,,,,,8.693e-09,0.060553424986,0.060553416293,0.013540020442,0.69361051008,0.680070489638,5.267964e-06,0.655477016177,0.655471748213,3.40553e-07,0.685915204955,0.685914864402,0.009048718396,0.683809532453,0.674760814057,0.0001214621,0.646569465806,0.646448003706,1.1818e-08,0.606306864002,0.606306852184,0.013611755951,0.695877944078,0.682266188127,0.01810309036,0.642296697051,0.624193606691,0.000101287485,0.673904626692,0.673803339207,0.000264645249,0.648198905958,0.647934260709,,,,,,,,,,,,,,,
13,3,False,PP_ELIM,10,David Arquette|Ricki Lake|J.R. Martinez|Hope Solo|Chynna Phillips|Kristin Cavallari|Carson Kressley|Chaz Bono|Nancy Grace|Rob Kardashian,True,114,2.8386e-11,1.03007005013e-05,0.710417280461,0.107648545343,0.099892363959,0.101620003353,0.107249362584,0.101636485021,0.010466914292,0.111499670628,0.132590238607,0.119848451104,0.107547965109,,,,,,,6.4239583e-05,0.729409216023,0.72934497644,4.460879e-06,0.776333320038,0.776328859159,3.25188e-07,0.781717607916,0.781717282728,0.000179485142,0.765470740373,0.765291255231,1.85883e-06,0.69988560006,0.69988374123,4.487e-09,0.073007692815,0.073007688328,0.004381778645,0.762416589005,0.75803481036,0.025411511097,0.775160091562,0.749748580465,0.012689133831,0.687198864491,0.67450973066,2.2974645e-05,0.786321239782,0.786298265137,,,,,,,,,,,,,,,,,,
13,4,False,PP_ELIM,9,David Arquette|Ricki Lake|J.R. Martinez|Hope Solo|Chynna Phillips|Carson Kressley|Chaz Bono|Nancy Grace|Rob Kardashian,True,109,1.2176745e-09,4.90966359199e-05,0.737556728116,0.12161214197,0.114423530125,0.115853871382,0.119421900184,0.015874955974,0.134042647669,0.12937345716,0.129619924968,0.119777570567,,,,,,,,9.16356e-07,0.829327987385,0.829327071029,1.10354e-07,0.823529563089,0.823529452735,7.2082e-08,0.824820558618,0.824820486536,4.6277e-08,0.777684722053,0.777684675776,1.45823e-07,0.106735644883,0.10673549906,0.004902776069,0.799496087804,0.794593311735,0.000103666718,0.802720452741,0.802616786023,3.9648443e-05,0.785307592769,0.785267944326,1.1219e-08,0.820945164649,0.82094515343,,,,,,,,,,,,,,,,,,,,,
13,5,False,PP_ELIM,8,David Arquette|Ricki Lake|J.R. Martinez|Hope Solo|Carson Kressley|Chaz Bono|Nancy Grace|Rob Kardashian,True,77,1.558749028e-07,0.0007856095103092,1.135645938884,0.13693349354,0.13840726376,0.134165024589,0.138504336158,0.02389044087,0.14754716077,0.143746379121,0.136805901192,,,,,,,,,3.25558e-07,0.862680568681,0.862680243123,8.2293e-08,0.863985320009,0.863985237716,3.47007e-07,0.873814671455,0.873814324448,4.47054e-07,0.860289082614,0.86028863556,5.814e-08,0.125077814336,0.125077756196,4.485896e-06,0.864097638983,0.864093153087,9.50758e-07,0.889193081819,0.889192131061,1.804586e-06,0.855797080429,0.855795275843,,,,,,,,,,,,,,,,,,,,,,,,
